OrderID,CustomerID,EmployeeID,ProductID,TransactionID,Order_Date,Transaction_Time,Order_Status,PaymentMethod,ProductName,Product_Brand,Product_Description,Transaction_Amount,Product_UnitPrice,Product_quantity,Product_Total_Amount,ProductCategory
OR0849,CID1398,EID1021,PD0003,TR0723,2024/12/10,2022/12/25,Canceled,Apple Pay,Bird Seeds,NaturePet,Healthy bird seeds mix.,72.44,10.79,3,32.37,Pet Food
OR0849,CID1326,EID1021,PD0003,TR1400,2024/12/10,2023/3/12,Canceled,Apple Pay,Bird Seeds,NaturePet,Healthy bird seeds mix.,36.22,33.62,3,100.86,Pet Food
OR0849,CID1010,EID1021,PD0003,TR1759,2024/12/10,2022/8/5,Canceled,Bank Transfer,Bird Seeds,NaturePet,Healthy bird seeds mix.,36.22,7.65,3,22.95,Pet Food
OR1319,CID1539,EID1007,PD0003,TR1137,2024/8/21,2022/10/5,Delivered,Apple Pay,Bird Seeds,NaturePet,Healthy bird seeds mix.,36.22,55.78,4,223.12,Pet Food
OR0195,CID1192,EID1022,PD0003,TR1375,2023/1/30,2023/12/1,Delivered,Credit Card,Bird Seeds,NaturePet,Healthy bird seeds mix.,18.11,74.38,4,297.52,Pet Food
OR0296,CID1062,EID1016,PD0003,TR1572,2024/3/11,2022/11/17,Delivered,Bank Transfer,Bird Seeds,NaturePet,Healthy bird seeds mix.,72.44,97.07,2,194.14,Pet Food
OR0219,CID1191,EID1038,PD0003,TR1573,2023/10/29,2023/11/9,Delivered,Credit Card,Bird Seeds,NaturePet,Healthy bird seeds mix.,108.66,6.54,5,32.7,Pet Food
OR1295,CID1334,EID1009,PD0003,TR0031,2023/1/19,2022/6/15,Delivered,Credit Card,Bird Seeds,NaturePet,Healthy bird seeds mix.,72.44,65.43,8,523.44,Pet Food
OR1295,CID1391,EID1009,PD0003,TR0193,2023/1/19,2022/4/24,Delivered,Apple Pay,Bird Seeds,NaturePet,Healthy bird seeds mix.,181.1,25.26,8,202.08,Pet Food
OR1412,CID1489,EID1002,PD0003,TR0609,2023/6/2,2022/2/25,Delivered,Bank Transfer,Bird Seeds,NaturePet,Healthy bird seeds mix.,54.33,69.27,8,554.16,Pet Food
OR0859,CID1555,EID1006,PD0003,TR0154,2023/10/24,2023/8/10,Delivered,Credit Card,Bird Seeds,NaturePet,Healthy bird seeds mix.,18.11,61.3,9,551.7,Pet Food
OR0834,CID1419,EID1001,PD0003,TR1522,2024/11/2,2022/3/7,Delivered,Bank Transfer,Bird Seeds,NaturePet,Healthy bird seeds mix.,90.55,55.65,10,556.5,Pet Food
OR0745,CID1791,EID1029,PD0003,TR1113,2023/5/3,2022/5/7,Canceled,Credit Card,Bird Seeds,NaturePet,Healthy bird seeds mix.,90.55,10.04,2,20.08,Pet Food
OR0745,CID1172,EID1029,PD0003,TR1346,2023/5/3,2022/5/11,Canceled,Bank Transfer,Bird Seeds,NaturePet,Healthy bird seeds mix.,108.66,19.81,2,39.62,Pet Food
OR0745,CID1829,EID1029,PD0003,TR1524,2023/5/3,2023/2/11,Canceled,Credit Card,Bird Seeds,NaturePet,Healthy bird seeds mix.,126.77,83.24,2,166.48,Pet Food
OR0905,CID1527,EID1000,PD0003,TR1986,2024/5/21,2023/6/21,Delivered,Apple Pay,Bird Seeds,NaturePet,Healthy bird seeds mix.,126.77,7.3,7,51.1,Pet Food
OR0639,CID1005,EID1014,PD0003,TR0906,2023/11/29,2023/1/12,Delivered,Credit Card,Bird Seeds,NaturePet,Healthy bird seeds mix.,181.1,90.41,10,904.1,Pet Food
OR0639,CID1652,EID1014,PD0003,TR1068,2023/11/29,2022/2/10,Delivered,Bank Transfer,Bird Seeds,NaturePet,Healthy bird seeds mix.,18.11,52.73,10,527.3,Pet Food
OR1032,CID1479,EID1042,PD0003,TR0403,2024/11/18,2023/5/28,Delivered,Credit Card,Bird Seeds,NaturePet,Healthy bird seeds mix.,144.88,7.03,5,35.15,Pet Food
OR1032,CID1267,EID1042,PD0003,TR1914,2024/11/18,2023/2/25,Delivered,Credit Card,Bird Seeds,NaturePet,Healthy bird seeds mix.,162.99,23.53,5,117.65,Pet Food
OR0685,CID1252,EID1034,PD0003,TR0127,2024/12/24,2022/8/9,Shipped,Bank Transfer,Bird Seeds,NaturePet,Healthy bird seeds mix.,54.33,58.98,4,235.92,Pet Food
OR0760,CID1075,EID1016,PD0003,TR1904,2023/3/15,2023/5/9,Canceled,Bank Transfer,Bird Seeds,NaturePet,Healthy bird seeds mix.,126.77,58.55,5,292.75,Pet Food
OR0435,CID1669,EID1014,PD0003,TR1867,2024/7/23,2022/9/23,Delivered,Bank Transfer,Bird Seeds,NaturePet,Healthy bird seeds mix.,72.44,46.96,10,469.6,Pet Food
OR0186,CID1499,EID1006,PD0015,TR0297,2023/4/11,2022/3/29,Delivered,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,23.68,54.16,2,108.32,General
OR0186,CID1456,EID1006,PD0015,TR0980,2023/4/11,2023/4/11,Delivered,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,23.68,78.36,2,156.72,General
OR1745,CID1416,EID1020,PD0015,TR0207,2024/6/30,2022/5/23,Delivered,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,23.68,63.76,5,318.8,General
OR1745,CID1332,EID1020,PD0015,TR1786,2024/6/30,2023/11/9,Delivered,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,53.28,20.45,5,102.25,General
OR1143,CID1146,EID1033,PD0015,TR0085,2024/11/24,2023/2/9,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,53.28,9.26,8,74.08,General
OR1347,CID1560,EID1026,PD0015,TR1526,2023/12/7,2023/7/7,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,47.36,20.54,2,41.08,General
OR1347,CID1096,EID1026,PD0015,TR1964,2023/12/7,2023/4/21,Delivered,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,47.36,54.69,2,109.38,General
OR1351,CID1721,EID1044,PD0015,TR0101,2024/12/9,2023/9/14,Canceled,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,35.52,22.28,10,222.8,General
OR1351,CID1003,EID1044,PD0015,TR1222,2024/12/9,2022/12/24,Canceled,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,11.84,49.24,10,492.4,General
OR1210,CID1518,EID1018,PD0015,TR0714,2023/5/12,2023/9/26,Delivered,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,41.44,86.25,6,517.5,General
OR1210,CID1052,EID1018,PD0015,TR1106,2023/5/12,2022/8/20,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,41.44,12.04,6,72.24,General
OR1210,CID1760,EID1018,PD0015,TR1267,2023/5/12,2023/8/16,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,23.68,88.77,6,532.62,General
OR1693,CID1634,EID1031,PD0015,TR0079,2024/1/29,2023/2/15,Delivered,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,47.36,77.96,6,467.76,General
OR1693,CID1048,EID1031,PD0015,TR0741,2024/1/29,2023/12/9,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,47.36,20.29,6,121.74,General
OR1561,CID1042,EID1005,PD0015,TR1708,2023/10/8,2023/7/4,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,53.28,80.77,10,807.7,General
OR1897,CID1315,EID1028,PD0015,TR0043,2024/10/4,2023/4/24,Canceled,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,41.44,86.86,3,260.58,General
OR1897,CID1845,EID1028,PD0015,TR1939,2024/10/4,2023/9/20,Canceled,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,41.44,25.65,3,76.95,General
OR1072,CID1036,EID1022,PD0015,TR0062,2023/5/16,2023/1/25,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,41.44,28.25,3,84.75,General
OR1072,CID1226,EID1022,PD0015,TR0914,2023/5/16,2023/9/25,Delivered,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,53.28,56.57,3,169.71,General
OR1050,CID1035,EID1003,PD0015,TR0798,2024/6/2,2023/11/10,Delivered,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,29.6,31.57,9,284.13,General
OR1069,CID1858,EID1031,PD0015,TR0234,2023/4/26,2023/5/12,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,35.52,44.56,9,401.04,General
OR1069,CID1448,EID1031,PD0015,TR1542,2023/4/26,2022/1/19,Delivered,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,59.2,97.75,9,879.75,General
OR1375,CID1282,EID1002,PD0015,TR1903,2023/8/3,2022/10/10,Delivered,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,5.92,94.62,4,378.48,General
OR1868,CID1724,EID1019,PD0015,TR0820,2023/12/14,2022/1/26,Delivered,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,59.2,49.27,6,295.62,General
OR1817,CID1819,EID1039,PD0015,TR0048,2023/12/16,2022/11/22,Delivered,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,5.92,32.6,1,32.6,General
OR0923,CID1401,EID1032,PD0015,TR0063,2023/6/29,2023/12/1,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,59.2,43.77,9,393.93,General
OR0634,CID1274,EID1021,PD0015,TR1628,2024/6/11,2023/9/20,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,41.44,44.88,3,134.64,General
OR1648,CID1742,EID1026,PD0015,TR1366,2023/4/8,2023/10/3,Delivered,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,41.44,19.08,8,152.64,General
OR0252,CID1162,EID1032,PD0015,TR0416,2024/1/27,2023/7/29,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,11.84,78.1,5,390.5,General
OR0252,CID1588,EID1032,PD0015,TR1121,2024/1/27,2022/7/20,Delivered,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,53.28,76.52,5,382.6,General
OR0030,CID1677,EID1019,PD0015,TR0243,2023/8/26,2023/1/19,Delivered,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,41.44,22.11,7,154.77,General
OR1152,CID1629,EID1029,PD0015,TR0556,2023/7/23,2023/2/20,Delivered,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,59.2,30.71,8,245.68,General
OR1152,CID1034,EID1029,PD0015,TR1248,2023/7/23,2022/4/10,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,47.36,61.34,8,490.72,General
OR0570,CID1874,EID1012,PD0015,TR0639,2024/7/4,2022/11/26,Delivered,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,17.76,16.48,5,82.4,General
OR1895,CID1062,EID1045,PD0015,TR0137,2024/11/1,2022/12/31,Delivered,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,11.84,76.87,6,461.22,General
OR1895,CID1701,EID1045,PD0015,TR1109,2024/11/1,2023/9/9,Delivered,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,53.28,78.8,6,472.8,General
OR1287,CID1305,EID1008,PD0015,TR0790,2023/5/28,2022/9/28,Canceled,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,5.92,61.4,5,307,General
OR1287,CID1802,EID1008,PD0015,TR0833,2023/5/28,2022/6/9,Canceled,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,59.2,16.56,5,82.8,General
OR1287,CID1650,EID1008,PD0015,TR1158,2023/5/28,2023/3/10,Canceled,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,47.36,95.71,5,478.55,General
OR1287,CID1030,EID1008,PD0015,TR1721,2023/5/28,2022/1/12,Canceled,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,5.92,98.13,5,490.65,General
OR1508,CID1297,EID1038,PD0015,TR0246,2024/10/6,2023/7/12,Delivered,Credit Card,Dog Leash,FurryFriend,Leash with ergonomic handle.,17.76,65.7,7,459.9,General
OR1508,CID1328,EID1038,PD0015,TR1067,2024/10/6,2022/9/30,Delivered,Bank Transfer,Dog Leash,FurryFriend,Leash with ergonomic handle.,23.68,79.09,7,553.63,General
OR1508,CID1488,EID1038,PD0015,TR1872,2024/10/6,2023/5/28,Delivered,Apple Pay,Dog Leash,FurryFriend,Leash with ergonomic handle.,11.84,78.2,7,547.4,General
OR0327,CID1757,EID1030,PD0006,TR1492,2024/12/3,2022/10/15,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,153.4,93.35,4,373.4,Pet Accessories
OR1830,CID1618,EID1015,PD0006,TR0331,2023/1/21,2023/2/20,Canceled,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,122.72,47.73,8,381.84,Pet Accessories
OR1752,CID1008,EID1017,PD0006,TR0229,2024/6/26,2023/7/23,Delivered,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,122.72,85.77,8,686.16,Pet Accessories
OR1752,CID1755,EID1017,PD0006,TR0991,2024/6/26,2023/6/20,Delivered,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,153.4,31.06,8,248.48,Pet Accessories
OR1752,CID1259,EID1017,PD0006,TR1077,2024/6/26,2023/2/9,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,276.12,15.35,8,122.8,Pet Accessories
OR0172,CID1630,EID1036,PD0006,TR0642,2023/9/11,2023/5/28,Canceled,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,61.36,34.04,4,136.16,Pet Accessories
OR0172,CID1734,EID1036,PD0006,TR1514,2023/9/11,2022/6/14,Canceled,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,245.44,36.04,4,144.16,Pet Accessories
OR1327,CID1676,EID1013,PD0006,TR0296,2024/11/29,2023/3/18,Canceled,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,214.76,41,9,369,Pet Accessories
OR0601,CID1210,EID1005,PD0006,TR0463,2024/9/10,2022/12/31,Delivered,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,92.04,97.52,7,682.64,Pet Accessories
OR0805,CID1358,EID1031,PD0006,TR1646,2024/8/12,2023/12/7,Canceled,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,276.12,76.94,8,615.52,Pet Accessories
OR0841,CID1522,EID1005,PD0006,TR1454,2023/3/2,2023/3/25,Delivered,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,214.76,2.93,5,14.65,Pet Accessories
OR0841,CID1527,EID1005,PD0006,TR1740,2023/3/2,2023/9/1,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,245.44,70.73,5,353.65,Pet Accessories
OR1413,CID1285,EID1027,PD0006,TR0883,2023/11/18,2023/9/27,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,122.72,30.18,9,271.62,Pet Accessories
OR1392,CID1404,EID1034,PD0006,TR1174,2023/2/12,2023/3/1,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,92.04,37.97,7,265.79,Pet Accessories
OR0857,CID1024,EID1010,PD0006,TR0210,2023/2/12,2022/8/31,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,214.76,33.24,1,33.24,Pet Accessories
OR0857,CID1062,EID1010,PD0006,TR1838,2023/2/12,2022/8/31,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,245.44,56.44,1,56.44,Pet Accessories
OR1251,CID1895,EID1010,PD0006,TR0068,2023/4/9,2022/7/6,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,92.04,20.75,1,20.75,Pet Accessories
OR0143,CID1414,EID1030,PD0006,TR1081,2024/7/3,2023/6/1,Delivered,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,306.8,22.28,5,111.4,Pet Accessories
OR0647,CID1497,EID1049,PD0006,TR1955,2023/7/19,2022/12/12,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,306.8,50.79,4,203.16,Pet Accessories
OR1844,CID1892,EID1025,PD0006,TR0613,2023/4/26,2022/9/8,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,122.72,25.07,10,250.7,Pet Accessories
OR0309,CID1107,EID1037,PD0006,TR0456,2023/10/8,2023/12/17,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,153.4,72.41,2,144.82,Pet Accessories
OR0309,CID1444,EID1037,PD0006,TR1447,2023/10/8,2023/6/20,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,122.72,47.52,2,95.04,Pet Accessories
OR1677,CID1380,EID1043,PD0006,TR0900,2023/7/17,2023/6/14,Delivered,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,30.68,97.14,4,388.56,Pet Accessories
OR1257,CID1399,EID1017,PD0006,TR0882,2024/12/20,2022/5/22,Shipped,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,92.04,5.55,9,49.95,Pet Accessories
OR0882,CID1072,EID1006,PD0006,TR1207,2023/8/11,2023/9/27,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,245.44,66.28,8,530.24,Pet Accessories
OR0280,CID1660,EID1022,PD0006,TR0189,2023/3/21,2023/9/24,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,61.36,69.09,6,414.54,Pet Accessories
OR0280,CID1287,EID1022,PD0006,TR0205,2023/3/21,2022/7/25,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,214.76,90.98,6,545.88,Pet Accessories
OR0280,CID1507,EID1022,PD0006,TR1494,2023/3/21,2023/7/27,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,306.8,49.22,6,295.32,Pet Accessories
OR1802,CID1702,EID1030,PD0006,TR0037,2023/7/22,2023/8/10,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,122.72,28.73,9,258.57,Pet Accessories
OR1802,CID1275,EID1030,PD0006,TR1598,2023/7/22,2022/9/16,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,276.12,61.06,9,549.54,Pet Accessories
OR1802,CID1775,EID1030,PD0006,TR1665,2023/7/22,2022/1/17,Delivered,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,184.08,38.13,9,343.17,Pet Accessories
OR0284,CID1393,EID1032,PD0006,TR0314,2023/1/10,2022/8/28,Canceled,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,306.8,11.04,7,77.28,Pet Accessories
OR0284,CID1690,EID1032,PD0006,TR0380,2023/1/10,2023/9/11,Canceled,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,245.44,64.32,7,450.24,Pet Accessories
OR0286,CID1899,EID1039,PD0006,TR0615,2023/3/20,2022/2/11,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,153.4,75.23,6,451.38,Pet Accessories
OR0286,CID1867,EID1039,PD0006,TR0699,2023/3/20,2022/9/18,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,245.44,33.13,6,198.78,Pet Accessories
OR0070,CID1596,EID1025,PD0006,TR1671,2023/12/5,2022/1/5,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,184.08,77.75,3,233.25,Pet Accessories
OR0999,CID1496,EID1015,PD0006,TR1235,2023/2/25,2022/3/8,Delivered,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,153.4,41.96,7,293.72,Pet Accessories
OR0893,CID1289,EID1020,PD0006,TR0180,2024/2/10,2022/9/15,Delivered,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,214.76,16.03,3,48.09,Pet Accessories
OR0893,CID1700,EID1020,PD0006,TR1348,2024/2/10,2023/8/28,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,306.8,15.89,3,47.67,Pet Accessories
OR0893,CID1180,EID1020,PD0006,TR1952,2024/2/10,2022/1/24,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,92.04,30.59,3,91.77,Pet Accessories
OR0891,CID1711,EID1024,PD0006,TR0125,2023/11/27,2022/9/13,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,214.76,20.8,10,208,Pet Accessories
OR0656,CID1660,EID1001,PD0006,TR0581,2023/5/25,2023/3/4,Delivered,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,122.72,9.71,3,29.13,Pet Accessories
OR1227,CID1591,EID1029,PD0006,TR0781,2023/9/16,2023/8/17,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,92.04,25.28,1,25.28,Pet Accessories
OR1227,CID1882,EID1029,PD0006,TR0837,2023/9/16,2022/4/2,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,306.8,57.7,1,57.7,Pet Accessories
OR1479,CID1107,EID1013,PD0006,TR1057,2024/9/18,2022/4/29,Delivered,Apple Pay,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,214.76,76.52,10,765.2,Pet Accessories
OR1387,CID1276,EID1023,PD0006,TR0157,2023/4/22,2022/2/4,Delivered,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,245.44,26.81,2,53.62,Pet Accessories
OR1387,CID1713,EID1023,PD0006,TR0646,2023/4/22,2023/4/22,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,214.76,53.57,2,107.14,Pet Accessories
OR1387,CID1079,EID1023,PD0006,TR1836,2023/4/22,2022/4/5,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,92.04,29.85,2,59.7,Pet Accessories
OR0955,CID1466,EID1031,PD0006,TR1047,2023/3/9,2023/11/28,Delivered,Bank Transfer,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,306.8,3.16,9,28.44,Pet Accessories
OR0955,CID1408,EID1031,PD0006,TR1189,2023/3/9,2023/2/21,Delivered,Credit Card,Cat Collar,HappyPaws,Comfortable cat collar with safety release.,61.36,77.44,9,696.96,Pet Accessories
OR0065,CID1232,EID1044,PD0013,TR1206,2023/12/8,2022/4/5,Delivered,Credit Card,Bird Perch,PetMaster,Comfortable perch for birds.,363.51,90.61,8,724.88,General
OR1996,CID1033,EID1016,PD0013,TR0793,2024/11/14,2023/11/1,Delivered,Credit Card,Bird Perch,PetMaster,Comfortable perch for birds.,201.95,45.14,3,135.42,General
OR1996,CID1745,EID1016,PD0013,TR1781,2024/11/14,2022/11/23,Delivered,Credit Card,Bird Perch,PetMaster,Comfortable perch for birds.,80.78,88.57,3,265.71,General
OR1996,CID1276,EID1016,PD0013,TR1863,2024/11/14,2022/5/29,Delivered,Bank Transfer,Bird Perch,PetMaster,Comfortable perch for birds.,161.56,19.23,3,57.69,General
OR0845,CID1752,EID1029,PD0013,TR0168,2024/4/13,2022/9/25,Canceled,Credit Card,Bird Perch,PetMaster,Comfortable perch for birds.,323.12,47.36,7,331.52,General
OR0845,CID1373,EID1029,PD0013,TR1463,2024/4/13,2022/8/11,Canceled,Bank Transfer,Bird Perch,PetMaster,Comfortable perch for birds.,282.73,46.62,7,326.34,General
OR1943,CID1502,EID1036,PD0013,TR1588,2023/5/8,2022/1/21,Delivered,Bank Transfer,Bird Perch,PetMaster,Comfortable perch for birds.,363.51,33.97,6,203.82,General
OR0358,CID1817,EID1034,PD0013,TR0067,2024/10/11,2022/4/25,Delivered,Apple Pay,Bird Perch,PetMaster,Comfortable perch for birds.,80.78,26.28,4,105.12,General
OR0306,CID1879,EID1004,PD0013,TR0108,2024/1/6,2023/5/20,Delivered,Bank Transfer,Bird Perch,PetMaster,Comfortable perch for birds.,80.78,75.02,9,675.18,General
OR0306,CID1247,EID1004,PD0013,TR0258,2024/1/6,2022/5/6,Delivered,Bank Transfer,Bird Perch,PetMaster,Comfortable perch for birds.,363.51,3.29,9,29.61,General
OR0306,CID1622,EID1004,PD0013,TR1794,2024/1/6,2023/4/1,Delivered,Apple Pay,Bird Perch,PetMaster,Comfortable perch for birds.,242.34,12.8,9,115.2,General
OR0450,CID1330,EID1018,PD0013,TR0097,2024/7/15,2023/8/10,Delivered,Bank Transfer,Bird Perch,PetMaster,Comfortable perch for birds.,121.17,49.15,5,245.75,General
OR0240,CID1210,EID1018,PD0013,TR0546,2024/1/16,2023/3/30,Delivered,Bank Transfer,Bird Perch,PetMaster,Comfortable perch for birds.,201.95,5.76,10,57.6,General
OR0240,CID1391,EID1018,PD0013,TR0618,2024/1/16,2023/8/22,Delivered,Credit Card,Bird Perch,PetMaster,Comfortable perch for birds.,161.56,53.31,10,533.1,General
OR0240,CID1215,EID1018,PD0013,TR1928,2024/1/16,2022/9/5,Delivered,Credit Card,Bird Perch,PetMaster,Comfortable perch for birds.,363.51,91.39,10,913.9,General
OR1767,CID1688,EID1009,PD0013,TR0093,2023/12/31,2023/2/27,Delivered,Credit Card,Bird Perch,PetMaster,Comfortable perch for birds.,40.39,51.71,7,361.97,General
OR1767,CID1033,EID1009,PD0013,TR1415,2023/12/31,2022/12/8,Delivered,Apple Pay,Bird Perch,PetMaster,Comfortable perch for birds.,323.12,2.6,7,18.2,General
OR1575,CID1314,EID1017,PD0013,TR0268,2023/2/1,2023/5/14,Delivered,Apple Pay,Bird Perch,PetMaster,Comfortable perch for birds.,80.78,4.18,9,37.62,General
OR1879,CID1058,EID1038,PD0013,TR1621,2024/4/21,2023/11/24,Delivered,Apple Pay,Bird Perch,PetMaster,Comfortable perch for birds.,323.12,50.92,2,101.84,General
OR0829,CID1379,EID1032,PD0013,TR0573,2023/8/19,2023/3/20,Delivered,Credit Card,Bird Perch,PetMaster,Comfortable perch for birds.,242.34,79.22,6,475.32,General
OR0829,CID1219,EID1032,PD0013,TR1145,2023/8/19,2022/3/2,Delivered,Credit Card,Bird Perch,PetMaster,Comfortable perch for birds.,282.73,49.71,6,298.26,General
OR0214,CID1786,EID1041,PD0013,TR0134,2023/4/14,2023/2/25,Delivered,Credit Card,Bird Perch,PetMaster,Comfortable perch for birds.,161.56,57.91,10,579.1,General
OR0851,CID1764,EID1046,PD0013,TR0016,2023/10/30,2023/1/21,Delivered,Apple Pay,Bird Perch,PetMaster,Comfortable perch for birds.,282.73,63.8,10,638,General
OR0789,CID1309,EID1016,PD0013,TR0330,2023/12/4,2022/12/23,Delivered,Apple Pay,Bird Perch,PetMaster,Comfortable perch for birds.,121.17,53.64,8,429.12,General
OR0789,CID1504,EID1016,PD0013,TR1063,2023/12/4,2023/7/13,Delivered,Credit Card,Bird Perch,PetMaster,Comfortable perch for birds.,242.34,80.06,8,640.48,General
OR0852,CID1678,EID1045,PD0013,TR0686,2023/4/2,2022/1/22,Delivered,Apple Pay,Bird Perch,PetMaster,Comfortable perch for birds.,323.12,92.33,1,92.33,General
OR0732,CID1866,EID1031,PD0013,TR0626,2023/7/3,2022/7/15,Delivered,Credit Card,Bird Perch,PetMaster,Comfortable perch for birds.,121.17,74.15,5,370.75,General
